# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu;
# Wed Apr  1 11:51:09 2026;
#;
# User preference: * 6151;
#;
# COLUMN pl_name:        Planet Name;
# COLUMN hostname:       Host Name;
# COLUMN pl_letter:      Planet Letter;
# COLUMN hd_name:        HD ID;
# COLUMN sy_snum:        Number of Stars;
# COLUMN sy_pnum:        Number of Planets;
# COLUMN disc_year:      Discovery Year;
# COLUMN pl_orbper:      Orbital Period [days];
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au];
# COLUMN pl_rade:        Planet Radius [Earth Radius];
# COLUMN pl_radj:        Planet Radius [Jupiter Radius];
# COLUMN pl_orbeccen:    Eccentricity;
# COLUMN pl_insol:       Insolation Flux [Earth Flux];
# COLUMN pl_eqt:         Equilibrium Temperature [K];
# COLUMN pl_orbincl:     Inclination [deg];
# COLUMN st_spectype:    Spectral Type;
# COLUMN st_teff:        Stellar Effective Temperature [K];
# COLUMN st_rad:         Stellar Radius [Solar Radius];
# COLUMN st_mass:        Stellar Mass [Solar mass];
# COLUMN st_met:         Stellar Metallicity [dex];
# COLUMN st_age:         Stellar Age [Gyr];
# COLUMN rastr:          RA [sexagesimal];
# COLUMN ra:             RA [deg];
# COLUMN decstr:         Dec [sexagesimal];
# COLUMN dec:            Dec [deg];
# COLUMN glat:           Galactic Latitude [deg];
# COLUMN glon:           Galactic Longitude [deg];
# COLUMN elat:           Ecliptic Latitude [deg];
# COLUMN elon:           Ecliptic Longitude [deg];
# COLUMN sy_dist:        Distance [pc];
# COLUMN sy_plx:         Parallax [mas];
#;
pl_name,hostname,pl_letter,hd_name,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,st_spectype,st_teff,st_rad,st_mass,st_met,st_age,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_dist,sy_plx;
KOI-1599.01,KOI-1599,c,,1,2,2019,20.44150000000,0.1472800000,1.90000000,0.16950665,0.014000,44.8000,660.00,89.78000,,5833.00,0.972000,1.020000,0.0600,4.7000,19h53m29.72s,298.3738383,+40d37m06.41s,40.6184483,6.67033,75.50723,59.65082,315.55122,1131.64000000,0.8554360;
KOI-1599.02,KOI-1599,b,,1,2,2019,13.60880000000,0.1122930000,1.90000000,0.16950665,0.011400,76.8100,755.00,88.60000,,5833.00,0.972000,1.020000,0.0600,4.7000,19h53m29.72s,298.3738383,+40d37m06.41s,40.6184483,6.67033,75.50723,59.65082,315.55122,1131.64000000,0.8554360;
KOI-1783.01,KOI-1783,b,,1,2,2020,134.46280000000,0.5266100000,8.86000000,0.79043626,0.000000,5.7000,412.00,89.44130,,5922.00,1.143000,1.076000,0.1100,0.2000,19h17m21.95s,289.3414629,+46d59m17.36s,46.9881550,15.36009,78.27209,67.95720,307.00866,865.73000000,1.1263700;
KOI-1783.02,KOI-1783,c,,1,2,2020,284.21500000000,0.8669500000,5.44000000,0.48532429,0.000000,2.4900,321.00,89.65000,,5922.00,1.143000,1.076000,0.1100,0.2000,19h17m21.95s,289.3414629,+46d59m17.36s,46.9881550,15.36009,78.27209,67.95720,307.00866,865.73000000,1.1263700;
KOI-1831 d,Kepler-324,d,,1,4,2021,34.16900000000,0.1992400000,1.13000000,0.10081202,0.000000,11.8000,475.00,89.62000,,5233.00,0.835000,0.901000,0.1800,3.3900,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,18.13155,80.09266,71.11765,304.55578,501.57400000,1.9648700;
KOI-1833 d,Kepler-968,d,,1,3,2021,7.68500000000,0.0634000000,2.58000000,0.23017258,0.000000,27.3500,613.00,86.87000,,4413.00,0.667000,0.681000,0.1300,2.1400,19h02m24.62s,285.6025889,+50d06m43.34s,50.1120401,18.81793,80.34362,71.74536,303.40714,290.32400000,3.4155700;
KOI-1843.03,Kepler-974,c,,1,2,2013,0.17689130000,0.0050000000,0.61000000,0.05442065,,,1654.00,72.00000,,3584.00,0.450000,0.460000,0.0000,4.7900,19h00m03.15s,285.0131082,+40d13m15.44s,40.2209547,15.59932,70.54028,62.35155,295.22504,134.31100000,7.4165600;
KOI-217 b,KOI-217,b,,1,1,2010,3.90512000000,0.0477000000,12.44200000,1.11000000,0.000000,272.0330,1046.00,89.80000,,5545.00,0.860000,0.950000,0.1200,1.7000,19h39m27.71s,294.8654667,+46d17m08.93s,46.2858128,11.63330,79.29221,65.86127,315.27706,914.69900000,1.0647300;
KOI-2513.01,KOI-2513,b,,1,1,2023,19.00547000000,0.5000000000,2.80224517,0.25000000,0.360000,78.1900,758.00,89.70000,,5900.00,1.200000,0.910000,-0.3700,8.0000,19h34m40.53s,293.6688776,+46d22m45.24s,46.3792321,12.41248,78.99551,66.27977,313.50562,1369.87000000,;
KOI-3503 b,KOI-3503,b,,1,2,2021,21.18500000000,0.1424700000,1.19000000,0.10616487,0.000000,90.2000,785.00,88.42000,,6001.00,1.255000,0.858000,-0.5428,11.4800,19h32m36.18s,293.1507654,+41d43m44.95s,41.7291532,10.65220,74.58619,62.08475,308.80481,887.06400000,1.0986100;
KOI-3503 c,KOI-3503,c,,1,2,2021,31.82800000000,0.1868800000,1.21000000,0.10794916,0.000000,52.5000,686.00,89.38000,,6001.00,1.255000,0.858000,-0.5428,11.4800,19h32m36.18s,293.1507654,+41d43m44.95s,41.7291532,10.65220,74.58619,62.08475,308.80481,887.06400000,1.0986100;
KOI-351 b,KOI-351,b,,1,8,2013,7.00815100000,0.0740000000,1.31000000,0.11700000,0.000000,316.4420,1062.00,89.40000,,6080.00,1.200000,1.200000,-0.1200,0.5300,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,71.22769,300.32939,848.25400000,1.1500700;
KOI-351 c,KOI-351,c,,1,8,2013,8.71937500000,0.0890000000,1.19000000,0.10600000,0.000000,236.3150,987.00,89.68000,,6080.00,1.200000,1.200000,-0.1200,0.5300,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,71.22769,300.32939,848.25400000,1.1500700;
KOI-351 d,KOI-351,d,,1,8,2013,59.73667000000,0.3200000000,2.87000000,0.25600000,0.000000,18.1680,520.00,89.71000,,6080.00,1.200000,1.200000,-0.1200,0.5300,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,71.22769,300.32939,848.25400000,1.1500700;
KOI-351 e,KOI-351,e,,1,8,2013,91.93913000000,0.4200000000,2.66000000,0.23700000,0.000000,10.2280,450.00,89.79000,,6080.00,1.200000,1.200000,-0.1200,0.5300,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,71.22769,300.32939,848.25400000,1.1500700;
KOI-351 f,KOI-351,f,,1,8,2013,124.91440000000,0.4800000000,2.88000000,0.25700000,0.000000,6.7960,407.00,89.77000,,6080.00,1.200000,1.200000,-0.1200,0.5300,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,71.22769,300.32939,848.25400000,1.1500700;
KOI-351 g,KOI-351,g,,1,8,2013,210.73514000000,0.7170400000,7.71800000,0.68855503,0.029200,3.3870,342.00,89.92000,,6031.13,1.185000,1.242000,0.0830,0.5300,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,71.22769,300.32939,848.25400000,1.1500700;
KOI-351 h,KOI-351,h,,1,8,2013,331.60296000000,0.9706200000,11.25200000,1.00383793,0.027600,1.8490,294.00,89.92700,,6031.13,1.185000,1.242000,0.0830,0.5300,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,71.22769,300.32939,848.25400000,1.1500700;
KOI-3680 b,KOI-3680,b,,1,1,2018,141.24167100000,0.5340000000,11.09691000,0.99000000,0.496000,3.3000,347.00,89.89200,,5830.00,0.960000,1.010000,0.1600,3.2000,19h33m07.57s,293.2815266,+45d18m34.77s,45.3096572,12.17757,77.89242,65.39812,311.88564,921.98600000,1.0564200;
KOI-4777.01,KOI-4777,b,,1,1,2022,0.41200000000,0.0080000000,0.51000000,0.04549923,0.000000,320.0000,1180.00,87.00000,,3515.00,0.400000,0.410000,0.1000,4.0000,19h09m02.92s,287.2621474,+42d01m56.01s,42.0322257,14.74734,72.95336,63.69486,299.82256,172.24500000,5.7772200;
KOI-4978 b,KOI-4978,b,,1,1,2024,0.94196700000,,0.70000000,0.06244992,,,,,G,5050.28,0.966000,0.859000,0.1800,1.4800,19h06m21.78s,286.5907635,+38d33m29.88s,38.5582993,13.82335,69.45751,60.45611,296.92078,936.34100000,1.0397200;
KOI-55 b,KOI-55,b,,1,2,2011,0.24010400000,0.0060000000,0.75900000,0.06770000,,,,65.00000,B,27730.00,0.203000,0.496000,-0.1060,,19h45m25.48s,296.3561853,+41d05m33.83s,41.0927315,8.23109,75.16120,60.65254,313.04908,1231.02000000,0.7850170;
KOI-55 c,KOI-55,c,,1,2,2011,0.34288700000,0.0076000000,0.86700000,0.07730000,,,,65.00000,B,27730.00,0.203000,0.496000,-0.1060,,19h45m25.48s,296.3561853,+41d05m33.83s,41.0927315,8.23109,75.16120,60.65254,313.04908,1231.02000000,0.7850170;
KOI-7368 b,KOI-7368,b,,1,1,2022,6.84303440000,0.0678000000,2.22000000,0.19800000,0.000000,99.2400,805.00,71.62000,,5241.00,0.874000,0.879000,0.0578,0.0360,19h35m47.43s,293.9476365,+48d03m54.93s,48.0652589,12.99257,80.62989,67.73865,315.72433,264.99500000,3.7449000;
KOI-7913 b,KOI-7913 A,b,,2,1,2022,24.27855300000,0.1456000000,2.34000000,0.20900000,0.000000,8.2700,432.00,88.62000,K6 V,4324.00,0.788000,0.760000,-0.0600,0.0360,19h06m59.65s,286.7485252,+45d09m31.40s,45.1587234,16.30536,75.79314,66.80131,301.05022,271.27700000,3.6573900;
KOI-94 b,KOI-94,b,,2,4,2013,3.74320800000,0.0511900000,1.71000000,0.15300000,0.250000,1053.1810,1486.00,89.30000,,6182.00,1.520000,1.277000,0.0228,3.1600,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,7.98316,76.22605,61.12432,315.05288,477.05200000,2.0676000;
KOI-94 c,KOI-94,c,,2,4,2013,10.42364800000,0.1013000000,4.32000000,0.38500000,0.430000,268.2190,1012.00,88.36000,,6182.00,1.520000,1.277000,0.0228,3.1600,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,7.98316,76.22605,61.12432,315.05288,477.05200000,2.0676000;
KOI-94 d,KOI-94,d,,2,4,2013,22.34298900000,0.1684000000,11.27000000,1.00500000,0.022000,97.1200,806.00,89.87100,,6182.00,1.520000,1.277000,0.0228,3.1600,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,7.98316,76.22605,61.12432,315.05288,477.05200000,2.0676000;
KOI-94 e,KOI-94,e,,2,4,2013,54.32031000000,0.3046000000,6.56000000,0.58500000,0.019000,29.7000,584.00,89.76000,,6182.00,1.520000,1.277000,0.0228,3.1600,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,7.98316,76.22605,61.12432,315.05288,477.05200000,2.0676000;
KOI-984 b,KOI-984,b,,1,2,2022,4.28817850000,0.0504000000,4.30000000,0.38362097,0.120000,186.3100,1022.00,88.93000,,5295.00,0.818000,0.928000,0.1200,1.3000,19h24m11.75s,291.0489438,+36d50m24.28s,36.8400772,9.90063,69.40595,57.90960,302.75231,252.66700000,;
KOI-984 c,KOI-984,c,,1,2,2022,21.51200000000,0.1467000000,14.10000000,1.25000000,0.380000,,597.00,,,5295.00,0.818000,0.928000,0.1200,1.3000,19h24m11.75s,291.0489438,+36d50m24.28s,36.8400772,9.90063,69.40595,57.90960,302.75231,252.66700000,;
KOINTREAU-1 b,XEST 17-036,b,,1,1,2026,,690.0000000000,12.40000000,1.11000000,,,,,M4,3551.00,,0.260000,-0.1500,0.0033,04h33m26.23s,68.3592880,+22d45m29.00s,22.7580560,-16.76569,175.46473,0.80018,70.11273,158.61800000,6.2826400;
KOINTREAU-3 b,ISO-Oph 96,b,,1,1,2026,,342.0000000000,13.10000000,1.17000000,,,,,K6-M1,3920.00,0.730795,0.410000,-0.0500,0.0020,16h27m04.51s,246.7687845,-24d43m00.06s,-24.7166830,16.59294,352.92350,-2.95719,248.97059,140.56300000,7.0879900;
KOINTREAU-4 b,2MASS J16262785-2625152,b,,1,1,2026,,182.0000000000,12.20000000,1.09000000,,,,,M4.5,3252.00,,,,0.0113,16h26m27.85s,246.6160467,-26d25m15.58s,-26.4209954,15.56434,351.50197,-4.66190,249.10368,145.43400000,6.8488100;
KPS-1 b,KPS-1,b,,1,1,2018,1.70629100000,0.0269000000,11.54527000,1.03000000,0.000000,729.0000,1459.00,83.20000,K1 V,5165.00,0.907000,0.892000,0.2200,,11h00m40.13s,165.1671980,+64d57m49.84s,64.9638452,48.29956,140.12745,52.01600,131.65597,262.70600000,3.7780000;
Kapteyn c,Kapteyn,c,HD 33793,1,1,2014,121.54000000000,0.3110000000,2.54000000,0.22700000,0.230000,,,,M2.0V,3550.00,0.291000,0.281000,-0.8900,,05h11m50.08s,77.9586613,-45d02m34.87s,-45.0430198,-35.97592,250.56446,-67.53607,67.30450,3.93305000,254.2260000;
Kepler-10 b,Kepler-10,b,,1,3,2011,0.83749070000,0.0168500000,1.47000000,0.13114484,0.000000,3741.7800,2188.00,84.80000,,5708.00,1.065000,0.910000,-0.1500,10.6000,19h02m43.03s,285.6792980,+50d14m29.34s,50.2414842,18.81626,80.48988,71.85007,303.69711,185.50600000,5.3618500;
Kepler-10 c,Kepler-10,c,,1,3,2011,45.29430100000,0.2410000000,2.35500000,0.21009939,0.136000,18.3000,579.00,89.62300,,5708.00,1.065000,0.910000,-0.1500,10.6000,19h02m43.03s,285.6792980,+50d14m29.34s,50.2414842,18.81626,80.48988,71.85007,303.69711,185.50600000,5.3618500;
Kepler-10 d,Kepler-10,d,,1,3,2023,151.06000000000,0.5379000000,3.49000000,0.31200000,0.190000,,387.00,,,5708.00,1.065000,0.910000,-0.1500,10.6000,19h02m43.03s,285.6792980,+50d14m29.34s,50.2414842,18.81626,80.48988,71.85007,303.69711,185.50600000,5.3618500;
Kepler-100 b,Kepler-100,b,,1,4,2014,6.88734000000,0.0730900000,1.34000000,0.11954700,0.130000,478.2140,1155.00,85.37000,,5837.00,1.510000,1.130000,0.1000,6.9200,19h25m32.67s,291.3861294,+41d59m24.50s,41.9901394,11.94515,74.22764,62.75941,306.30389,304.64500000,3.2537000;
Kepler-100 c,Kepler-100,c,,1,4,2014,12.81590000000,0.1106100000,2.20000000,0.19600000,0.020000,208.6570,939.00,87.40000,,5825.00,1.490000,1.080000,0.0200,6.4600,19h25m32.67s,291.3861294,+41d59m24.50s,41.9901394,11.94515,74.22764,62.75941,306.30389,304.64500000,3.2537000;
Kepler-100 d,Kepler-100,d,,1,4,2014,35.33310000000,0.2174700000,1.61000000,0.14400000,0.380000,53.9810,670.00,88.92000,,5825.00,1.490000,1.080000,0.0200,6.4600,19h25m32.67s,291.3861294,+41d59m24.50s,41.9901394,11.94515,74.22764,62.75941,306.30389,304.64500000,3.2537000;
Kepler-100 e,Kepler-100,e,,1,4,2023,60.88858800000,0.3123915860,5.27000000,0.47000000,0.026437,,,,,5884.00,1.500000,1.097000,0.1000,6.9200,19h25m32.67s,291.3861294,+41d59m24.50s,41.9901394,11.94515,74.22764,62.75941,306.30389,304.64500000,3.2537000;
Kepler-1000 b,Kepler-1000,b,,1,1,2016,120.01812720000,0.5326000000,4.76000000,0.42465876,0.000000,18.0000,473.00,89.50000,,6453.00,1.510000,1.400000,0.3500,1.2600,19h06m44.51s,286.6854729,+47d05m53.50s,47.0981948,17.07309,77.65310,68.66329,302.48835,1115.62000000,0.8674890;
Kepler-1001 b,Kepler-1001,b,,1,2,2016,14.30511983000,0.1114700000,3.15000000,0.28102418,0.000000,40.8530,693.00,85.25000,,5491.00,0.880000,0.900000,-0.0300,4.6800,19h05m05.74s,286.2739151,+48d37m07.31s,48.6186972,17.88434,79.03209,70.19189,303.13500,928.97800000,1.0480300;
Kepler-1001 c,Kepler-1001,c,,1,2,2020,9.18186000000,0.0829600000,1.57799279,0.14077909,0.000000,72.4000,804.00,79.49000,,5376.00,0.836475,0.930000,0.0400,1.8200,19h05m05.74s,286.2739151,+48d37m07.31s,48.6186972,17.88434,79.03209,70.19189,303.13500,928.97800000,1.0480300;
Kepler-1002 b,Kepler-1002,b,,1,1,2016,4.33642933100,0.0564000000,1.71000000,0.15255598,0.000000,981.6800,1453.00,84.15000,,6144.00,1.570000,1.220000,0.0400,4.0700,19h32m19.07s,293.0794629,+43d04m25.24s,43.0736770,11.30666,75.78378,63.36670,309.69715,408.30300000,0.6978640;
Kepler-1003 b,Kepler-1003,b,,1,1,2016,3.55485691500,0.0433300000,1.78000000,0.15880096,0.000000,814.9250,1157.00,88.47000,,6109.00,1.170000,1.110000,0.0100,3.1600,19h28m04.90s,292.0204349,+44d52m34.47s,44.8762427,12.78677,77.09295,65.32217,309.51752,941.90200000,1.0329900;
Kepler-1004 b,Kepler-1004,b,,1,1,2016,5.28789787000,0.0679100000,6.28000000,0.56026407,0.000000,1610.0870,1661.00,83.69000,,4972.00,3.390000,1.110000,-0.0400,7.7600,19h49m26.24s,297.3593427,+49d47m51.17s,49.7975464,11.79610,83.25836,68.24608,323.16518,1152.68000000,0.8393820;
Kepler-1005 b,Kepler-1005,b,,1,1,2016,6.49801525000,0.0671700000,1.50000000,0.13382104,0.000000,301.3290,1026.00,84.00000,,5782.00,1.060000,1.000000,0.0200,6.1700,19h05m08.62s,286.2858998,+43d19m13.83s,43.3205085,15.91092,73.89280,65.12757,299.01332,567.80600000,1.7323000;
Kepler-1006 b,Kepler-1006,b,,1,1,2016,19.76172042000,0.1464000000,1.54000000,0.13738960,0.000000,153.4930,791.00,86.86000,,5328.00,0.740000,0.780000,-0.4000,4.2700,19h43m01.01s,295.7542063,+42d32m14.30s,42.5373065,9.31915,76.22446,62.16118,313.27873,1081.73800000,;
Kepler-1007 b,Kepler-1007,b,,1,1,2016,5.18500207300,0.0480000000,1.44000000,0.12846820,0.000000,42.6200,652.00,89.94000,,4587.00,0.700000,0.730000,0.0300,4.1700,19h43m37.57s,295.9065297,+45d48m32.72s,45.8090893,10.77201,79.20378,65.12962,316.39262,365.00000000,2.1649228;
Kepler-1008 b,Kepler-1008,b,,2,1,2016,12.43931193000,0.0975500000,1.28000000,0.11419395,0.000000,35.4080,627.00,88.35000,,5066.00,0.780000,0.810000,-0.0100,6.7600,19h46m11.43s,296.5476395,+44d56m30.59s,44.9418307,9.96408,78.64493,64.15394,316.52019,282.56500000,3.5101400;
Kepler-1009 b,Kepler-1009,b,,1,1,2016,11.35011917000,0.0796000000,2.17000000,0.19359443,0.000000,11.5610,403.00,89.95000,,4027.00,0.570000,0.590000,-0.1200,3.1600,18h51m26.37s,282.8598614,+42d39m57.00s,42.6658336,18.00052,72.29321,65.08770,292.85879,355.01900000,2.7900900;
Kepler-101 b,Kepler-101,b,,1,2,2014,3.48768120000,0.0474000000,5.77000000,0.51000000,0.086000,1240.3320,1513.00,85.82000,G3 IV,5667.00,1.560000,1.170000,0.3300,5.9000,18h53m01.32s,283.2555070,+48d21m18.89s,48.3552474,19.67348,78.04679,70.54439,297.21928,927.98100000,1.0488400;
Kepler-101 c,Kepler-101,c,,1,2,2014,6.02976000000,0.0684000000,1.25000000,0.11200000,0.000000,596.0690,1413.00,84.60000,G3 IV,5667.00,1.560000,1.170000,0.3300,5.9000,18h53m01.32s,283.2555070,+48d21m18.89s,48.3552474,19.67348,78.04679,70.54439,297.21928,927.98100000,1.0488400;
Kepler-1010 b,Kepler-1010,b,,1,1,2016,34.26857050000,0.1930000000,2.32000000,0.20697654,0.000000,10.1700,477.00,89.07000,,5253.00,0.820000,0.860000,-0.0100,4.7900,19h16m46.22s,289.1926026,+44d08m57.54s,44.1493165,14.30978,75.54157,65.31347,304.38332,579.27300000,1.6976500;
Kepler-1011 b,Kepler-1011,b,,1,1,2016,5.75322197400,0.0633000000,2.87000000,0.25604425,0.000000,108.7880,920.00,85.36000,,5416.00,0.880000,0.910000,0.0800,4.4700,19h49m36.37s,297.4015491,+46d49m26.39s,46.8239976,10.34778,80.61187,65.60462,319.67442,736.77900000,1.3288600;
Kepler-1012 b,Kepler-1012,b,,1,1,2016,5.50860439000,0.0606600000,1.29000000,0.11508609,0.000000,191.8110,934.00,82.78000,,5556.00,0.910000,0.950000,0.0500,3.7200,19h17m11.09s,289.2962253,+46d27m28.76s,46.4579889,15.17668,77.75547,67.47074,306.44679,411.07700000,2.4037500;
Kepler-1013 b,Kepler-1013,b,,1,1,2016,18.93054959000,0.1370000000,2.15000000,0.19181015,0.000000,16.1010,766.00,89.07000,,4954.00,0.760000,0.810000,0.0400,4.2700,19h20m59.54s,290.2481023,+44d26m07.06s,44.4352935,13.73979,76.13159,65.34133,306.31745,422.24600000,2.3394900;
Kepler-1014 b,Kepler-1014,b,,1,1,2016,16.57110363000,0.1210000000,2.39000000,0.21322152,0.000000,33.4790,614.00,89.16000,,5388.00,0.840000,0.880000,-0.0600,4.7900,19h00m29.28s,285.1219875,+44d06m37.92s,44.1105331,16.98722,74.32695,66.10965,297.54486,624.80000000,1.5717300;
Kepler-1015 b,Kepler-1015,b,,1,1,2016,16.00494214000,0.1345000000,3.55000000,0.31670979,0.000000,172.1120,1040.00,89.96000,,6769.00,1.810000,1.490000,0.0600,1.5800,19h31m01.75s,292.7573088,+43d25m36.64s,43.4268439,11.67457,75.99888,63.77945,309.47908,739.35700000,1.3242300;
Kepler-1016 b,Kepler-1016,b,,1,2,2016,1.95452434200,0.0304400000,2.18000000,0.19448657,0.000000,1445.2040,1540.00,82.98000,,5821.00,1.000000,0.990000,-0.0300,3.8900,19h38m27.29s,294.6136890,+45d59m04.66s,45.9846265,11.65065,78.93727,65.65669,314.59118,1402.82000000,0.6848830;
Kepler-1016 c,Kepler-1016,c,,1,2,2016,105.65513690000,0.4351900000,3.68000000,0.32830761,0.000000,7.0710,407.00,89.74000,,5821.00,1.000000,0.990000,-0.0300,3.8900,19h38m27.29s,294.6136890,+45d59m04.66s,45.9846265,11.65065,78.93727,65.65669,314.59118,1402.82000000,0.6848830;
Kepler-1017 b,Kepler-1017,b,,1,1,2016,7.23400469000,0.0719600000,1.99000000,0.17753591,0.000000,119.6030,831.00,89.93000,,5473.00,0.870000,0.930000,0.0400,2.9500,18h53m52.63s,283.4692990,+40d07m57.07s,40.1325185,16.65844,69.99200,62.51452,292.69329,552.05800000,1.7825700;
Kepler-1018 b,Kepler-1018,b,,1,1,2016,49.10135140000,0.2530000000,2.58000000,0.23017218,0.000000,12.0980,498.00,89.43000,,5518.00,0.880000,0.910000,-0.0500,4.4700,18h54m23.22s,283.5967317,+45d24m28.32s,45.4078654,18.46206,75.19311,67.63740,295.70466,1010.01000000,0.9615550;
Kepler-1019 b,Kepler-1019,b,,1,1,2016,1.41122984700,0.0221000000,1.46000000,0.13025248,0.000000,330.2490,1164.00,78.73000,,4433.00,0.670000,0.700000,0.0100,3.5500,18h54m52.22s,283.7175909,+47d12m15.77s,47.2043818,18.99813,77.00583,69.35244,297.18259,194.18200000,5.1208600;
Kepler-102 b,Kepler-102,b,,1,5,2014,5.28696500000,0.0552100000,0.46000000,0.04103852,0.100000,90.0000,857.00,89.78000,,4909.00,0.724000,0.803000,0.1100,1.1000,18h45m55.79s,281.4824731,+47d12m28.17s,47.2078263,20.43475,76.48359,69.73274,292.97567,107.79600000,9.2478400;
Kepler-102 c,Kepler-102,c,,1,5,2014,7.07139200000,0.0670200000,0.56700000,0.05058444,0.094000,61.0000,777.00,89.82000,,4909.00,0.724000,0.803000,0.1100,1.1000,18h45m55.79s,281.4824731,+47d12m28.17s,47.2078263,20.43475,76.48359,69.73274,292.97567,107.79600000,9.2478400;
Kepler-102 d,Kepler-102,d,,1,5,2014,10.31176700000,0.0861800000,1.15400000,0.10295316,0.092000,36.9000,686.00,89.49000,,4909.00,0.724000,0.803000,0.1100,1.1000,18h45m55.79s,281.4824731,+47d12m28.17s,47.2078263,20.43475,76.48359,69.73274,292.97567,107.79600000,9.2478400;
Kepler-102 e,Kepler-102,e,,1,5,2013,16.14569940000,0.1162000000,2.17000000,0.19359477,0.089000,20.3000,590.00,89.48800,,4909.00,0.724000,0.803000,0.1100,1.1000,18h45m55.79s,281.4824731,+47d12m28.17s,47.2078263,20.43475,76.48359,69.73274,292.97567,107.79600000,9.2478400;
Kepler-102 f,Kepler-102,f,,1,5,2014,27.45359200000,0.1656000000,0.86100000,0.07681341,0.100000,10.0000,495.00,89.32000,,4909.00,0.724000,0.803000,0.1100,1.1000,18h45m55.79s,281.4824731,+47d12m28.17s,47.2078263,20.43475,76.48359,69.73274,292.97567,107.79600000,9.2478400;
Kepler-1020 b,Kepler-1020,b,,1,1,2016,96.91514960000,0.3759400000,2.28000000,0.20340798,0.000000,2.3390,325.00,89.71000,,5227.00,0.800000,0.870000,0.0000,3.6300,19h30m41.39s,292.6724710,+46d22m38.20s,46.3772776,13.02867,78.68313,66.54685,311.92257,415.35800000,2.3789300;
Kepler-1021 b,Kepler-1021,b,,1,1,2016,13.47469571000,0.1034000000,2.33000000,0.20786868,0.000000,50.3700,634.00,89.96000,,5431.00,0.860000,0.890000,-0.0500,4.6800,19h40m49.18s,295.2048999,+42d33m34.81s,42.5596699,9.68610,76.04997,62.33068,312.48816,810.08200000,1.2064700;
Kepler-1022 b,Kepler-1022,b,,1,1,2016,10.99469878000,0.0805000000,2.36000000,0.21054510,0.000000,19.2580,512.00,89.71000,,4445.00,0.680000,0.710000,0.0600,3.6300,19h17m24.49s,289.3520595,+46d58m25.08s,46.9736345,15.34767,78.26128,67.94106,307.01311,420.04200000,2.3523400;
Kepler-1023 b,Kepler-1023,b,,1,1,2016,62.13877140000,0.3028400000,2.63000000,0.23463288,0.000000,6.9780,524.00,89.52000,,5494.00,0.890000,0.930000,0.0500,4.4700,19h16m07.13s,289.0297232,+49d46m10.93s,49.7697034,16.63901,80.85082,70.61759,309.38269,694.17500000,1.4120600;
Kepler-1024 b,Kepler-1024,b,,1,1,2016,66.41621330000,0.3033000000,3.91000000,0.34882684,0.000000,5.4460,376.00,89.70000,,5143.00,0.780000,0.810000,-0.1000,5.2500,19h27m48.25s,291.9510277,+38d15m05.91s,38.2516419,9.89663,71.01226,59.06558,304.82013,1087.40000000,0.8931000;
Kepler-1025 b,Kepler-1025,b,,1,1,2016,37.32294930000,0.2160700000,1.98000000,0.17664377,0.000000,17.9520,1654.00,88.92000,,6089.00,1.130000,1.090000,-0.0300,3.3100,18h58m02.45s,284.5102140,+43d57m41.63s,43.9615628,17.34224,74.01370,66.07584,296.40207,803.77600000,1.2163900;
Kepler-1026 b,Kepler-1026,b,,1,1,2016,36.51560530000,0.1977000000,2.21000000,0.19716299,0.000000,5.9880,425.00,89.11000,,4948.00,0.750000,0.790000,-0.0200,4.5700,18h54m25.27s,283.6053012,+39d59m52.54s,39.9979286,16.51184,69.90191,62.36174,292.85510,351.23900000,2.8183100;
Kepler-1027 b,Kepler-1027,b,,2,1,2016,1.90780519900,0.0291100000,0.89000000,0.07940048,0.000000,1162.5100,1268.00,86.74000,,5436.00,0.820000,0.910000,-0.0600,1.4100,19h10m17.08s,287.5711746,+42d48m49.74s,42.8138159,14.84869,73.78894,64.38493,300.80981,405.10400000,2.4400500;
Kepler-1028 b,Kepler-1028,b,,1,1,2016,2.51462432000,0.0354000000,1.33000000,0.11865465,0.000000,519.6360,1217.00,88.78000,,5522.00,0.870000,0.900000,-0.0900,4.6800,19h18m22.34s,289.5931004,+49d46m52.48s,49.7812447,16.30795,81.00863,70.48446,310.40017,607.91600000,1.6161900;
